"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.96504337,1,4
"grycat",0.9990019,8,11
"woothr",0.3005673,10,13
"rewbla",0.4380524,14,17
"moudov",0.9026505,20,23
"houspa",0.3096879,21,24
"magwar",0.50491154,24,27
"chswar",0.31817237,27,30
"amerob",0.71117526,35,38
"sonspa",0.9833019,37,40
"osprey",0.96959996,42,45
"eastow",0.70717204,44,47
"eursta",0.7134044,53,56
"yelwar",0.9403843,55,58
"reevir1",0.26897776,66,69
"amegfi",0.66723406,69,72
"fiespa",0.25629577,69,72
"comyel",0.99975616,88,91
"brnthr",0.4676959,94,97
