"species_code","score","start_offset_sec","end_offset_sec"
"chswar",0.9990713,2,5
"whtspa",0.98789316,5,8
"reevir1",0.9950353,7,10
"comyel",0.68450004,24,27
"cerwar",0.2714528,32,35
"amerob",0.7515425,36,39
"yelwar",0.81971323,47,50
"bnhcow",0.9817657,48,51
"amered",0.43621922,49,52
"cedwax",0.99318177,73,76
"warvir",0.3461408,81,84
"yerwar",0.3070827,86,89
"eastow",0.29291922,89,92
"magwar",0.6783442,106,109
"mouwar",0.9976437,114,117
"bkcchi",0.45085025,121,124
"leafly",0.3674375,122,125
"houwre",0.72979367,127,130
"naswar",0.3573913,131,134
