"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.7204338,4,7
"yetvir",0.34552386,12,15
"buwwar",0.2528317,16,19
"swaspa",0.54897577,20,23
"daejun",0.4936236,31,34
"woothr",0.31368047,32,35
"grycat",0.90686095,33,36
"reevir1",0.8281954,42,45
"comyel",0.28455678,51,54
"norcar",0.41433743,57,60
"eawpew",0.9921055,70,73
"bkcchi",0.9072405,75,78
"ovenbi1",0.4077863,77,80
"sonspa",0.99984324,79,82
"amegfi",0.45360652,87,90
"indbun",0.99030703,97,100
"chispa",0.9779488,103,106
"moudov",0.7319352,107,110
"naswar",0.6191805,113,116
"scatan",0.9949822,118,121
"amered",0.9853107,123,126
"blujay",0.36187118,124,127
"robgro",0.4382499,125,128
"eastow",0.99955136,135,138
