"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.99558115,14,17
"amerob",0.99677056,19,22
"fiespa",0.71874905,23,26
"cerwar",0.3992074,27,30
"blujay",0.7837235,32,35
"pinwar",0.2660293,37,40
"yelwar",0.4025622,64,67
"ovenbi1",0.31425005,73,76
"bkcchi",0.80672705,74,77
"hoowar",0.57341146,81,84
"daejun",0.7208623,88,91
"reevir1",0.9987574,90,93
"scatan",0.6572666,95,98
"yerwar",0.6189925,103,106
"norcar",0.97665393,106,109
"leafly",0.53759485,124,127
"btnwar",0.77663463,125,128
"cedwax",0.7067839,128,131
"buhvir",0.96371496,132,135
"buggna",0.39179,136,139
"yetvir",0.32756504,143,146
