"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.32645923,1,4
"amegfi",0.9973343,3,6
"swaspa",0.4043349,5,8
"grycat",0.98870236,13,16
"sonspa",0.97113615,15,18
"amered",0.28217223,16,19
"rewbla",0.9842442,27,30
"houwre",0.9945415,31,34
"balori",0.9994145,35,38
"yelwar",0.9904923,43,46
"amerob",0.60922474,46,49
"wlswar",0.2741463,50,53
"bnhcow",0.9773278,55,58
"eursta",0.68218166,57,60
"reevir1",0.90507424,59,62
"warvir",0.9621439,61,64
"moudov",0.9552158,63,66
"purfin",0.33833247,63,66
"rebwoo",0.47832087,71,74
