"species_code","score","start_offset_sec","end_offset_sec"
"woewar1",0.34170702,0,3
"moudov",0.8137813,29,32
"easblu",0.39189038,30,33
"whtspa",0.5172657,67,70
"indbun",0.99762696,209,212
"houwre",0.9985173,264,267
"norcar",0.9975273,292,295
"reevir1",0.9675875,349,352
"normoc",0.37444705,391,394
"grycat",0.34757397,417,420
"whevir",0.90589756,420,423
"buggna",0.6990172,426,429
"carwre",0.9692113,500,503
"easkin",0.5982302,517,520
"chispa",0.9999555,564,567
"fiscro",0.92584777,570,573
"woothr",0.4670636,620,623
"amegfi",0.82540756,628,631
"bkbcuc",0.658222,670,673
"yebcuc",0.806283,684,687
"yelwar",0.27817854,712,715
"bawwar",0.5775453,726,729
"sedwre1",0.5770127,794,797
"norbob",0.2848385,816,819
"amerob",0.4268749,819,822
"leafly",0.8924849,824,827
"daejun",0.26039615,825,828
"fiespa",0.98863006,828,831
"cedwax",0.99042183,842,845
"comyel",0.39522913,878,881
"amecro",0.9763472,893,896
