"species_code","score","start_offset_sec","end_offset_sec"
"grycat",0.9477406,4,7
"yelwar",0.36339766,5,8
"eastow",0.8373682,6,9
"brnthr",0.3956257,8,11
"prawar",0.99701923,14,17
"yerwar",0.66055596,17,20
"sonspa",0.50759226,17,20
"aldfly",0.99997383,31,34
"cedwax",0.28435257,45,48
"magwar",0.9713714,53,56
"comyel",0.99997365,56,59
"cangoo",0.32796916,73,76
"rebnut",0.94107276,79,82
"ovenbi1",0.9706748,86,89
"chswar",0.36057472,87,90
"amegfi",0.5116642,105,108
"bkcchi",0.9260521,107,110
"whbnut",0.2980129,107,110
"indbun",0.90899813,128,131
"fiespa",0.5397367,128,131
"reevir1",0.3634204,132,135
