"species_code","score","start_offset_sec","end_offset_sec"
"houfin",0.31692648,1,4
"comyel",0.81652695,4,7
"yelwar",0.9098014,16,19
"reevir1",0.51477635,20,23
"amegfi",0.34994602,26,29
"normoc",0.25664166,32,35
"amerob",0.643153,34,37
"virrai",0.9977873,39,42
"balori",0.25657564,40,43
"aldfly",0.98380893,46,49
"swaspa",0.92895085,46,49
"tuftit",0.3922827,48,51
"ovenbi1",0.9993616,72,75
"sonspa",0.98646605,85,88
"grycat",0.7433008,96,99
"rewbla",0.9879776,101,104
"norcar",0.94672626,104,107
"commer",0.42505327,107,110
