"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.9873966,15,18
"yetvir",0.88833505,34,37
"woewar1",0.9929633,66,69
"kenwar",0.50666326,114,117
"amered",0.891447,129,132
"hoowar",0.9994251,155,158
"acafly",0.99142444,216,219
"tuftit",0.9999633,255,258
"bkcchi",0.31905603,260,263
"eastow",0.653715,309,312
"bawwar",0.65326256,339,342
"amecro",0.2545559,402,405
"truswa",0.26804906,441,444
"indbun",0.32401678,493,496
"blujay",0.82312125,500,503
"scatan",0.3467075,541,544
"ovenbi1",0.9981399,591,594
"btnwar",0.9351089,606,609
"woothr",0.99993783,618,621
"comyel",0.40356383,647,650
"amegfi",0.52644175,673,676
