"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.7604021,25,28
"easblu",0.3658565,27,30
"grcfly",0.36752173,49,52
"buggna",0.9999954,70,73
"norcar",0.96209234,73,76
"eastow",0.36216936,120,123
"moudov",0.7968022,145,148
"amecro",0.90335965,206,209
"scatan",0.99809724,371,374
"tuftit",0.72454214,373,376
"easwpw1",0.4350616,407,410
"reevir1",0.9956133,436,439
"norpar",0.2729301,468,471
"brdowl",0.9751084,550,553
"yebcuc",0.9992459,681,684
"eawpew",0.9969505,827,830
"amerob",0.49236247,834,837
"woothr",0.9934663,897,900
"pinwar",0.8025949,921,924
"acafly",0.4850236,941,944
"ovenbi1",0.99010956,971,974
