"species_code","score","start_offset_sec","end_offset_sec"
"killde",0.9155768,64,67
"rewbla",0.5117929,83,86
"blujay",0.878941,86,89
"brnthr",0.73971695,127,130
"dickci",0.9429171,156,159
"comyel",0.47989497,161,164
"carwre",0.9825684,180,183
"comgra",0.84703726,201,204
"normoc",0.9997056,299,302
"reevir1",0.66664195,311,314
"norfli",0.37090987,315,318
"balori",0.499268,317,320
"tuftit",0.9873862,352,355
"belkin1",0.9360482,405,408
"norcar",0.28658685,423,426
"yebcha",0.95200664,432,435
"grycat",0.57881844,477,480
