"species_code","score","start_offset_sec","end_offset_sec"
"ovenbi1",0.99984354,97,100
"daejun",0.376642,150,153
"haiwoo",0.44646856,160,163
"swathr",0.962424,166,169
"bkbwar",0.980843,188,191
"buhvir",0.99927205,252,255
"hoomer",0.33267075,306,309
"btnwar",0.96256626,357,360
"louwat",0.5749997,381,384
"naswar",0.322108,384,387
"yebsap",0.2688755,422,425
"reevir1",0.9953174,461,464
"norpar",0.68949836,472,475
"btbwar",0.47470906,474,477
"woothr",0.6976874,481,484
"herthr",0.785746,482,485
"veery",0.7105106,499,502
"easkin",0.9427795,508,511
"amered",0.79214495,511,514
"blujay",0.49448574,571,574
"moudov",0.6758003,580,583
