"species_code","score","start_offset_sec","end_offset_sec"
"balori",0.50494075,3,6
"yerwar",0.40714923,5,8
"norcar",0.6355595,7,10
"amerob",0.30927402,7,10
"comrav",0.40658674,8,11
"reevir1",0.99916875,16,19
"comyel",0.992594,22,25
"grycat",0.7822152,24,27
"canwar",0.53664386,32,35
"yelwar",0.5329156,33,36
"houfin",0.2855283,41,44
"yebcuc",0.9440614,42,45
"chswar",0.96888703,43,46
"cedwax",0.99715376,53,56
"magwar",0.99326545,58,61
"fiespa",0.8810559,79,82
"eastow",0.49723887,87,90
"bkcchi",0.2598222,89,92
"amered",0.9999111,91,94
"amecro",0.96654826,97,100
