"species_code","score","start_offset_sec","end_offset_sec"
"vesspa",0.5062373,21,24
"naswar",0.6573538,27,30
"eastow",0.2895213,52,55
"brncre",0.39133143,64,67
"yerwar",0.2877906,79,82
"rewbla",0.95858204,87,90
"treswa",0.5910033,131,134
"leafly",0.5091565,316,319
"amegfi",0.9985729,365,368
"sonspa",0.99939114,401,404
"prowar",0.99997634,438,441
"haiwoo",0.95685077,443,446
"cedwax",0.46265027,454,457
"houwre",0.32916293,468,471
"chispa",0.25012326,487,490
"amerob",0.8662089,542,545
"whtspa",0.6127718,560,563
"comyel",0.5563836,572,575
"norwat",0.54292023,574,577
"btbwar",0.6964076,575,578
"swathr",0.5653019,579,582
"warvir",0.939297,580,583
"magwar",0.55783445,610,613
"cerwar",0.50773674,612,615
"reevir1",0.5870193,620,623
