"species_code","score","start_offset_sec","end_offset_sec"
"prawar",0.58561313,64,67
"reevir1",0.9983559,100,103
"daejun",0.84983104,101,104
"btnwar",0.8937453,122,125
"yetvir",0.43554565,156,159
"bkcchi",0.5876243,178,181
"bkbwar",0.5785879,223,226
"norpar",0.83493334,274,277
"louwat",0.26403633,280,283
"veery",0.990097,314,317
"houwre",0.28010756,335,338
"comyel",0.83003366,401,404
"chswar",0.69511366,404,407
"ovenbi1",0.9999193,440,443
"woothr",0.3327094,522,525
"amered",0.90798074,589,592
"hoowar",0.99984443,593,596
"cerwar",0.45030153,601,604
"magwar",0.34623483,601,604
"scatan",0.8455597,655,658
"btbwar",0.885632,656,659
