"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.7493404,5,8
"chswar",0.9994966,8,11
"daejun",0.5282201,47,50
"reevir1",0.99350643,49,52
"eawpew",0.99384767,50,53
"cedwax",0.25518945,53,56
"mouwar",0.99885833,55,58
"btbwar",0.99724525,56,59
"canwar",0.9793538,58,61
"leafly",0.3998763,62,65
"indbun",0.96478826,73,76
"btnwar",0.3821195,78,81
"amegfi",0.34595662,91,94
"amerob",0.9731367,92,95
"fiespa",0.664562,96,99
"veery",0.99652267,97,100
"comyel",0.97518766,97,100
"grycat",0.45477393,97,100
"ovenbi1",0.6787645,101,104
"brncre",0.9094704,105,108
