"species_code","score","start_offset_sec","end_offset_sec"
"tuftit",0.6533476,1,4
"amerob",0.9011585,8,11
"marwre",0.5352889,10,13
"woothr",0.9929703,12,15
"eawpew",0.9945641,14,17
"comyel",0.99895453,17,20
"norcar",0.7648963,17,20
"hoowar",0.52120084,19,22
"magwar",0.2599694,19,22
"amebit",0.41152397,36,39
"robgro",0.6066162,37,40
"amegfi",0.46952242,39,42
"reevir1",0.97301185,42,45
"cedwax",0.98000157,45,48
"sonspa",0.998149,49,52
"bkcchi",0.8265317,79,82
"daejun",0.27081838,85,88
"swaspa",0.40965226,88,91
