"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.3634454,5,8
"fiespa",0.93108356,10,13
"sonspa",0.99884933,16,19
"norcar",0.7788873,16,19
"blujay",0.5491362,20,23
"prawar",0.27263212,38,41
"amegfi",0.753148,39,42
"comyel",0.4733912,40,43
"tuftit",0.39699683,56,59
"osprey",0.61324596,60,63
"eastow",0.99963117,82,85
"amecro",0.9982577,89,92
"easmea",0.30747095,95,98
"houspa",0.2862671,109,112
"chispa",0.79385537,133,136
"rewbla",0.6885891,139,142
"woothr",0.38071555,140,143
"houfin",0.87199956,169,172
