"species_code","score","start_offset_sec","end_offset_sec"
"whbnut",0.99984175,11,14
"norcar",0.7413,37,40
"hoowar",0.94946307,50,53
"louwat",0.9979267,59,62
"yebsap",0.7790738,63,66
"bkcchi",0.32394493,76,79
"woothr",0.9513126,110,113
"blujay",0.8757328,158,161
"norfli",0.9537219,228,231
"eawpew",0.94351,234,237
"cerwar",0.45599622,253,256
"reevir1",0.99666953,311,314
"acafly",0.9980441,329,332
"scatan",0.96616346,422,425
"rewbla",0.2791545,515,518
"cedwax",0.5121917,545,548
"balori",0.7731724,599,602
"amecro",0.90747035,610,613
