"species_code","score","start_offset_sec","end_offset_sec"
"daejun",0.4308351,5,8
"winwre3",0.9945194,13,16
"amerob",0.34595713,20,23
"reevir1",0.9513086,22,25
"ovenbi1",0.99990326,28,31
"amered",0.99612087,31,34
"amecro",0.8266621,39,42
"balori",0.50812006,50,53
"btnwar",0.39331707,52,55
"norpar",0.83759767,60,63
"kenwar",0.2742648,60,63
"sonspa",0.36062628,77,80
"magwar",0.9484664,82,85
"bkpwar",0.66533715,93,96
"woothr",0.98058575,101,104
"tenwar",0.33437073,116,119
"woewar1",0.5519282,123,126
"comyel",0.91249394,128,131
