"species_code","score","start_offset_sec","end_offset_sec"
"blujay",0.98239094,12,15
"comgra",0.918372,33,36
"fiespa",0.99990416,36,39
"dickci",0.935561,54,57
"amerob",0.551656,78,81
"rewbla",0.98139155,88,91
"amegfi",0.74013215,88,91
"blugrb1",0.9776481,153,156
"comyel",0.8687275,163,166
"normoc",0.33729604,178,181
"daejun",0.64304405,179,182
"vesspa",0.999994,182,185
"tuftit",0.30056718,186,189
"graspa",0.9996071,190,193
"chispa",0.76711935,223,226
"yebcha",0.45708874,228,231
"norcar",0.76033247,239,242
"sonspa",0.98901665,241,244
"houwre",0.9718355,249,252
"dowwoo",0.7912327,250,253
"eastow",0.32718855,251,254
"easmea",0.8708841,254,257
"norfli",0.31881654,258,261
"amecro",0.5000903,286,289
"rebwoo",0.99105674,291,294
"indbun",0.9994279,298,301
"easblu",0.54358596,308,311
"orcori",0.6058313,320,323
