"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.9999996,64,67
"comyel",0.40953308,81,84
"carwre",0.9531296,127,130
"whbnut",0.63515115,170,173
"norcar",0.76249415,217,220
"eastow",0.99472845,242,245
"acafly",0.9662966,247,250
"robgro",0.3400759,292,295
"rebwoo",0.96272194,299,302
"yetvir",0.71448165,363,366
"scatan",0.27465534,365,368
"moudov",0.8556101,371,374
"blujay",0.82418674,377,380
"eawpew",0.9840268,407,410
"reevir1",0.9932624,412,415
"bkcchi",0.3196216,412,415
"amerob",0.46392295,431,434
