"species_code","score","start_offset_sec","end_offset_sec"
"houwre",0.25712606,6,9
"yelwar",0.9998197,44,47
"chispa",0.43854773,45,48
"reevir1",0.3533237,49,52
"yebcha",0.3171921,76,79
"bkcchi",0.91421497,79,82
"comgra",0.78241956,87,90
"comyel",0.3833346,110,113
"amered",0.54162073,113,116
"indbun",0.64044076,114,117
"chswar",0.9354781,120,123
"sonspa",0.99690735,126,129
"norcar",0.4610355,150,153
"balori",0.9729184,151,154
"moudov",0.6941438,166,169
"yerwar",0.2570673,170,173
"robgro",0.4792231,178,181
"blujay",0.4147245,182,185
"warvir",0.9996105,184,187
"orcori",0.9853361,197,200
"veery",0.3667275,202,205
"magwar",0.40491644,220,223
"cedwax",0.8176922,222,225
"amegfi",0.97043335,231,234
"amerob",0.9940287,235,238
"rewbla",0.9860647,237,240
"grycat",0.99604636,240,243
