"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.99247926,3,6
"whbnut",0.9163632,3,6
"btnwar",0.85081744,7,10
"amerob",0.33946007,13,16
"pinwar",0.3607529,21,24
"yerwar",0.3481907,22,25
"reevir1",0.92513186,38,41
"veery",0.42231593,46,49
"haiwoo",0.9484926,60,63
"ovenbi1",0.9993169,69,72
"rebnut",0.71687245,79,82
"gockin",0.40085107,94,97
"herthr",0.99871105,95,98
"carwre",0.85860234,124,127
"bkcchi",0.6068009,130,133
"swathr",0.3605066,140,143
"daejun",0.9981747,141,144
"woothr",0.9957244,151,154
"yebsap",0.988611,154,157
