"species_code","score","start_offset_sec","end_offset_sec"
"fiespa",0.26068464,5,8
"blujay",0.96190935,6,9
"daejun",0.3892162,6,9
"btnwar",0.32150888,7,10
"reevir1",0.99235964,18,21
"grycat",0.55853623,19,22
"norcar",0.49379298,21,24
"amerob",0.27927253,23,26
"amegfi",0.8236028,29,32
"bkcchi",0.513347,34,37
"woothr",0.828124,38,41
"aldfly",0.9834602,39,42
"bkbwar",0.30152968,45,48
"amered",0.3140769,47,50
"robgro",0.99902034,48,51
"buhvir",0.29923856,51,54
"sonspa",0.99845296,56,59
"comyel",0.96798843,60,63
