"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.4599609,7,10
"norcar",0.8252188,13,16
"rewbla",0.5494427,20,23
"swaspa",0.84594387,38,41
"warvir",0.803259,41,44
"cedwax",0.533636,59,62
"graspa",0.40261403,85,88
"cangoo",0.989394,120,123
"moudov",0.77469224,139,142
"comyel",0.26978812,139,142
"balori",0.34802356,146,149
"amegfi",0.99724084,147,150
"sonspa",0.99992675,224,227
"carwre",0.89667714,253,256
"blujay",0.25886965,259,262
"grycat",0.9996964,286,289
"amecro",0.9823324,338,341
"orcori",0.6941505,428,431
