"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.99065864,0,3
"veery",0.5211427,13,16
"buwwar",0.9321355,19,22
"blujay",0.9975816,27,30
"grycat",0.9942535,34,37
"reevir1",0.9867128,47,50
"amecro",0.30370146,47,50
"ovenbi1",0.99791646,54,57
"comyel",0.99845725,59,62
"yerwar",0.3881103,61,64
"bkcchi",0.98347366,68,71
"cedwax",0.50527215,82,85
"brnthr",0.28524283,88,91
"tuftit",0.9653782,105,108
"amered",0.6705144,116,119
"rewbla",0.78981984,129,132
"eawpew",0.9828066,147,150
"amegfi",0.7855198,150,153
"aldfly",0.9978106,152,155
"yelwar",0.57899135,174,177
"sonspa",0.91028935,177,180
"chswar",0.98515916,186,189
"scatan",0.30044684,218,221
"comgra",0.26305577,218,221
"amerob",0.5347338,220,223
