"species_code","score","start_offset_sec","end_offset_sec"
"balori",0.7394397,1,4
"indbun",0.2571563,6,9
"comgra",0.9784969,14,17
"houspa",0.25602302,15,18
"comyel",0.9450053,17,20
"amerob",0.8743292,21,24
"cedwax",0.31201124,21,24
"bawwar",0.9686797,22,25
"houwre",0.3625867,31,34
"whbnut",0.99695534,37,40
"dowwoo",0.5999707,44,47
"grycat",0.6398437,46,49
"amecro",0.97896725,47,50
"reevir1",0.8920412,47,50
"sonspa",0.9675063,48,51
"swathr",0.3848749,48,51
"norcar",0.385067,49,52
"veery",0.47911665,56,59
"rewbla",0.98810875,73,76
"robgro",0.6624144,74,77
