"species_code","score","start_offset_sec","end_offset_sec"
"gockin",0.9543486,0,3
"herthr",0.57549655,2,5
"eastow",0.86753285,18,21
"rebnut",0.84503084,26,29
"tuftit",0.29626602,37,40
"blujay",0.9977349,61,64
"norcar",0.65423506,73,76
"bkcchi",0.99959594,84,87
"amerob",0.9963415,86,89
"rufgro",0.4491097,100,103
"buhvir",0.87728876,103,106
"winwre3",0.99996185,130,133
"sonspa",0.72541434,133,136
"chispa",0.9003751,148,151
"bnhcow",0.45617187,157,160
"reevir1",0.5889074,182,185
"amecro",0.9760786,183,186
"moudov",0.99502194,202,205
"bkbcuc",0.55118066,202,205
"yebsap",0.57809216,213,216
"fiespa",0.38908297,222,225
"comyel",0.9951798,229,232
"rewbla",0.72614604,232,235
"whtspa",0.99960405,236,239
