"species_code","score","start_offset_sec","end_offset_sec"
"brnthr",0.9997172,41,44
"moudov",0.99589723,41,44
"yelwar",0.3128767,94,97
"indbun",0.99299717,141,144
"woothr",0.99800026,261,264
"fiespa",0.9546494,261,264
"comyel",0.6972288,271,274
"yebcha",0.35368723,304,307
"killde",0.38732734,310,313
"easowl1",0.95734066,352,355
"norpar",0.4612354,370,373
"carchi",0.30239952,378,381
"savspa",0.28798938,378,381
"normoc",0.3675393,429,432
"chispa",0.9998722,462,465
"sonspa",0.33092502,476,479
"grycat",0.36361033,488,491
"norcar",0.9946716,490,493
"blujay",0.9645693,490,493
"amegfi",0.99052775,538,541
"amecro",0.9376676,539,542
