"species_code","score","start_offset_sec","end_offset_sec"
"veery",0.76962006,2,5
"indbun",0.5400172,4,7
"aldfly",0.9979183,5,8
"chswar",0.8650232,6,9
"moudov",0.80808514,6,9
"eastow",0.9771471,9,12
"savspa",0.2643021,10,13
"comyel",0.9757524,12,15
"prawar",0.9991395,16,19
"yelwar",0.46501634,22,25
"mouwar",0.9540773,26,29
"reevir1",0.57591975,28,31
"grycat",0.9874032,30,33
"buwwar",0.80008096,35,38
"fiespa",0.90242416,37,40
"whtspa",0.66332394,38,41
"olsfly",0.3097677,40,43
"ovenbi1",0.28918588,40,43
