"species_code","score","start_offset_sec","end_offset_sec"
"naswar",0.44850305,1,4
"whtspa",0.29905397,6,9
"comyel",0.9820537,11,14
"redcro",0.9324101,23,26
"yebcha",0.98406774,28,31
"chispa",0.9954077,36,39
"norcar",0.47009584,38,41
"carwre",0.32008815,39,42
"bkcchi",0.26964974,43,46
"indbun",0.41325322,45,48
"yelwar",0.5514387,46,49
"yerwar",0.88115335,49,52
"ovenbi1",0.98770255,57,60
"winwre3",0.51892424,60,63
"bkbwar",0.9814553,61,64
"magwar",0.98958534,75,78
"daejun",0.41116437,75,78
"gockin",0.8236217,78,81
"sonspa",0.53606313,79,82
"brncre",0.8818924,91,94
"houspa",0.31001946,99,102
