"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.99670714,35,38
"linspa",0.2796047,35,38
"cedwax",0.29588187,37,40
"chswar",0.36653936,45,48
"eastow",0.99662346,124,127
"robgro",0.60040313,126,129
"comrav",0.43146044,137,140
"woothr",0.30030444,138,141
"comyel",0.98467606,143,146
"sonspa",0.99922055,145,148
"houwre",0.99968904,148,151
"balori",0.95233077,168,171
"moudov",0.6447231,168,171
"grycat",0.9999901,208,211
"rewbla",0.62468183,226,229
"aldfly",0.9637694,274,277
"swaspa",0.60411614,274,277
