"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.90453625,29,32
"houwre",0.9934585,33,36
"grycat",0.9972869,37,40
"chispa",0.99450976,49,52
"rewbla",0.32677853,49,52
"herthr",0.5891305,56,59
"pinwar",0.26657715,102,105
"amegfi",0.90634996,119,122
"virrai",0.34096247,140,143
"orcori",0.3670744,157,160
"daejun",0.35631755,161,164
"amerob",0.5810102,163,166
"houspa",0.33925036,193,196
"purfin",0.9799887,199,202
"carwre",0.97044045,210,213
"norcar",0.46031857,237,240
"sonspa",0.6309059,269,272
"tuftit",0.4582904,308,311
"blujay",0.9565139,318,321
"dowwoo",0.8869533,331,334
"eursta",0.3691882,344,347
"bkcchi",0.47202173,346,349
