"species_code","score","start_offset_sec","end_offset_sec"
"veery",0.3269074,0,3
"buwwar",0.6165219,36,39
"comyel",0.9821305,44,47
"woothr",0.9999982,55,58
"norcar",0.6902371,75,78
"easwpw1",0.99998724,84,87
"fiespa",0.9985651,84,87
"rewbla",0.26538637,106,109
"yebcha",0.9685092,107,110
"amerob",0.46359935,124,127
"reevir1",0.5087863,128,131
"scatan",0.4362016,145,148
"chispa",0.38937554,213,216
"moudov",0.3298391,234,237
"indbun",0.96658033,282,285
"buggna",0.44119522,347,350
"eastow",0.9755187,392,395
