"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.9917069,0,3
"grycat",0.5343076,3,6
"yerwar",0.35138193,4,7
"gockin",0.34301174,13,16
"normoc",0.87544554,45,48
"camwar",0.50444335,60,63
"daejun",0.31555352,90,93
"yebcuc",0.540854,98,101
"norcar",0.282499,108,111
"amerob",0.25248897,139,142
"reevir1",0.8537635,145,148
"tuftit",0.37464228,146,149
"blujay",0.63060814,148,151
"buggna",0.99997187,159,162
"amegfi",0.7300783,161,164
"brnthr",0.29769924,162,165
"yelwar",0.5333553,167,170
"bkcchi",0.4592382,172,175
"woothr",0.57737136,178,181
