"species_code","score","start_offset_sec","end_offset_sec"
"norbob",0.9842367,3,6
"carchi",0.92170954,3,6
"buggna",0.9859048,5,8
"scatan",0.44066647,5,8
"acafly",0.27733058,8,11
"veery",0.70025975,14,17
"dowwoo",0.59245586,14,17
"blujay",0.25511774,17,20
"amecro",0.49047294,23,26
"norcar",0.95908815,40,43
"tuftit",0.99788034,41,44
"pilwoo",0.7959677,46,49
"carwre",0.68952245,47,50
"amerob",0.34982198,47,50
"yetvir",0.2745401,51,54
"eawpew",0.9980438,53,56
"reevir1",0.98539954,53,56
"ovenbi1",0.99784374,58,61
"woothr",0.9969631,62,65
"grycat",0.44334882,62,65
"moudov",0.70429343,64,67
