"species_code","score","start_offset_sec","end_offset_sec"
"easpho",0.90917313,18,21
"tuftit",0.9694336,39,42
"woothr",0.9999996,61,64
"whbnut",0.9161177,102,105
"amerob",0.89308417,113,116
"scatan",0.97891784,158,161
"haiwoo",0.38855073,167,170
"veery",0.95299804,221,224
"eastow",0.787321,221,224
"buggna",0.38113022,229,232
"blujay",0.9993831,232,235
"grcfly",0.98137766,233,236
"chispa",0.94664997,234,237
"eawpew",0.9999722,249,252
"osprey",0.26970592,258,261
"rewbla",0.71967036,269,272
"cedwax",0.61819386,316,319
