"species_code","score","start_offset_sec","end_offset_sec"
"leafly",0.9598737,17,20
"mouwar",0.99978024,27,30
"whevir",0.6291877,78,81
"norpar",0.7912488,109,112
"reevir1",0.9874601,126,129
"comyel",0.97602826,177,180
"woothr",0.32970056,182,185
"amered",0.25303024,191,194
"yebsap",0.97912765,200,203
"norcar",0.32141706,214,217
"btbwar",0.9833872,222,225
"veery",0.9370296,223,226
"bkcchi",0.5540884,223,226
"herthr",0.8926527,235,238
"hoowar",0.9862825,288,291
"prawar",0.7083301,288,291
"carwre",0.36525032,322,325
"kenwar",0.82543814,378,381
"ovenbi1",0.99333894,414,417
"norfli",0.8839539,423,426
"amerob",0.73432785,428,431
