"species_code","score","start_offset_sec","end_offset_sec"
"tuftit",0.82439756,11,14
"coohaw",0.49150667,54,57
"bkbwar",0.45029247,55,58
"norhar2",0.9000537,61,64
"houspa",0.62214243,73,76
"btbwar",0.3106234,81,84
"eawpew",0.60062134,84,87
"wiltur",0.4214538,112,115
"norcar",0.99360186,114,117
"grcfly",0.9742052,123,126
"sonspa",0.9907202,134,137
"amerob",0.8695287,141,144
"rewbla",0.35532454,149,152
"rufgro",0.6910781,158,161
"carwre",0.26100758,159,162
"veery",0.31582344,164,167
"treswa",0.7315466,166,169
"eursta",0.7686403,168,171
"rebwoo",0.7360853,183,186
"easkin",0.8441489,190,193
