"species_code","score","start_offset_sec","end_offset_sec"
"whbnut",0.9971213,0,3
"blujay",0.9827213,15,18
"norcar",0.8663758,16,19
"haiwoo",0.47688952,18,21
"rebwoo",0.5859411,25,28
"veery",0.60696244,26,29
"eawpew",0.9989192,28,31
"grycat",0.70200217,30,33
"brncre",0.9977923,41,44
"commer",0.8772399,45,48
"amerob",0.60225195,45,48
"scatan",0.95493007,50,53
"balori",0.81756634,55,58
"amegfi",0.38074622,55,58
"reevir1",0.9982257,68,71
"rewbla",0.90682304,70,73
"sonspa",0.5679406,70,73
"dowwoo",0.9614928,72,75
"woothr",0.2961575,74,77
