"species_code","score","start_offset_sec","end_offset_sec"
"aldfly",0.9989134,2,5
"robgro",0.9501005,3,6
"amegfi",0.9995097,19,22
"reevir1",0.56278485,25,28
"norcar",0.26314017,27,30
"cedwax",0.2754785,31,34
"brnthr",0.27156237,32,35
"indbun",0.9234431,41,44
"grycat",0.99995744,42,45
"comyel",0.9988608,47,50
"yebcha",0.47245824,47,50
"woothr",0.88370997,49,52
"chswar",0.6973383,49,52
"eastow",0.8513485,51,54
"gockin",0.27310303,54,57
"bawwar",0.5631075,56,59
"sonspa",0.99599326,62,65
"bkcchi",0.36033338,64,67
"fiespa",0.33702147,66,69
