"species_code","score","start_offset_sec","end_offset_sec"
"herthr",0.6447395,18,21
"easpho",0.9994497,82,85
"blujay",0.34328106,82,85
"cedwax",0.95407546,103,106
"reevir1",0.9192737,108,111
"rewbla",0.9781011,117,120
"warvir",0.45441633,118,121
"tuftit",0.49660227,122,125
"houfin",0.29713657,128,131
"amerob",0.865912,131,134
"norcar",0.26547456,137,140
"veery",0.9974341,139,142
"ovenbi1",0.990758,148,151
"bkcchi",0.96712077,148,151
"leafly",0.9977684,152,155
"woothr",0.49706018,153,156
"purfin",0.9491043,155,158
