"species_code","score","start_offset_sec","end_offset_sec"
"warvir",0.44098464,0,3
"ovenbi1",0.9999953,5,8
"chswar",0.4136985,14,17
"indbun",0.8110306,40,43
"comyel",0.28851378,62,65
"yelwar",0.5262014,65,68
"btbwar",0.999085,66,69
"amerob",0.34445265,71,74
"veery",0.26362583,79,82
"btnwar",0.5319797,86,89
"yetvir",0.39453098,91,94
"magwar",0.7977289,102,105
"amered",0.9956383,167,170
"bkbwar",0.74267375,176,179
"reevir1",0.9977544,193,196
"bawwar",0.964552,216,219
"canwar",0.4109323,279,282
"cerwar",0.43188217,355,358
