"species_code","score","start_offset_sec","end_offset_sec"
"chispa",0.99473536,2,5
"yebcha",0.4506467,4,7
"comyel",0.6639409,9,12
"orcori",0.77757937,13,16
"moudov",0.9257151,15,18
"eastow",0.9999365,18,21
"balori",0.38396665,21,24
"grycat",0.5290537,23,26
"normoc",0.29943842,27,30
"norcar",0.920795,30,33
"woothr",0.29566476,33,36
"buggna",0.9967242,35,38
"brnthr",0.99997765,38,41
"fiespa",0.9891299,39,42
"sonspa",0.34374312,41,44
"whevir",0.98700696,45,48
"carwre",0.29525647,45,48
"prawar",0.755082,46,49
