"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.9985306,0,3
"fiespa",0.99899864,33,36
"amecro",0.79957134,51,54
"bkcchi",0.37973008,95,98
"amerob",0.6491627,100,103
"reevir1",0.9933516,103,106
"daejun",0.3842365,107,110
"buwwar",0.86687124,127,130
"sonspa",0.99996966,131,134
"eastow",0.7253497,151,154
"yelwar",0.68705314,157,160
"grycat",0.9999708,165,168
"bkbcuc",0.9476243,171,174
"purfin",0.447879,185,188
"rewbla",0.29559046,212,215
"amegfi",0.7406055,213,216
"houwre",0.6489311,246,249
"comyel",0.99794465,258,261
"blujay",0.9988758,260,263
"barswa",0.3131788,263,266
"yebcha",0.39822915,269,272
"boboli",0.9860272,293,296
"norhar2",0.7529022,303,306
"houfin",0.42514578,321,324
"savspa",0.4090297,324,327
