"species_code","score","start_offset_sec","end_offset_sec"
"carchi",0.7005197,4,7
"yelwar",0.7350666,11,14
"orcori",0.99990976,31,34
"amecro",0.87221295,44,47
"norcar",0.98457354,51,54
"bkcchi",0.9708239,52,55
"gockin",0.2971581,54,57
"chispa",0.894817,71,74
"easblu",0.98407865,75,78
"boboli",0.7471013,79,82
"houfin",0.6287404,88,91
"fiespa",0.99930644,99,102
"houspa",0.91841924,132,135
"carwre",0.2997492,133,136
"graspa",0.43069923,135,138
"daejun",0.9709703,144,147
"swaspa",0.8741742,148,151
"rufgro",0.495738,149,152
"grycat",0.9534766,152,155
"amerob",0.9341438,157,160
"rewbla",0.80556494,169,172
"tuftit",0.27425498,170,173
"sonspa",0.9858536,191,194
"brnthr",0.38175502,237,240
