"species_code","score","start_offset_sec","end_offset_sec"
"bkcchi",0.45854494,4,7
"carwre",0.26931486,42,45
"reevir1",0.9979341,44,47
"woothr",0.56141526,46,49
"indbun",0.9991554,72,75
"yebcha",0.7069263,74,77
"sonspa",0.9988592,80,83
"grycat",0.9871163,88,91
"yelwar",0.55843836,90,93
"pecsan",0.5998137,95,98
"amegfi",0.98500824,103,106
"amerob",0.37299967,103,106
"cedwax",0.334939,103,106
"houfin",0.38113797,107,110
"comyel",0.99032736,120,123
"virrai",0.38128233,123,126
"norcar",0.9645471,124,127
"eastow",0.99267584,146,149
"whevir",0.35878327,154,157
