"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.4321433,0,3
"dowwoo",0.96017975,7,10
"prawar",0.38095313,9,12
"easblu",0.3077095,12,15
"eastow",0.8938084,13,16
"orcori",0.41131943,14,17
"chispa",0.99597234,15,18
"houspa",0.41822752,17,20
"amecro",0.27344203,18,21
"carwre",0.31153366,25,28
"norfli",0.29552844,26,29
"yebcha",0.99998593,35,38
"barswa",0.99954206,38,41
"rewbla",0.7366396,44,47
"whevir",0.9993741,52,55
"whbnut",0.76784813,54,57
"fiespa",0.41221863,54,57
"blujay",0.9565218,75,78
