"species_code","score","start_offset_sec","end_offset_sec"
"buggna",0.6053162,0,3
"hoowar",0.9988647,7,10
"norcar",0.37249961,8,11
"norfli",0.8589012,15,18
"btnwar",0.38695264,18,21
"whevir",0.8974605,35,38
"moudov",0.7757689,45,48
"comgra",0.82271254,46,49
"prawar",0.99948186,51,54
"scatan",0.5206785,55,58
"eastow",0.9995481,57,60
"amecro",0.9441069,59,62
"blujay",0.7703907,62,65
"fiespa",0.66911995,64,67
"woothr",0.26421583,67,70
"amerob",0.41159007,74,77
"swawar",0.2773001,74,77
"comyel",0.89989173,79,82
"yebcha",0.976595,80,83
"mallar3",0.6628864,88,91
"kenwar",0.27941626,102,105
"yetwar",0.9344451,104,107
"carwre",0.4539083,135,138
