"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.5316857,0,3
"easpho",0.39296022,5,8
"balori",0.35031998,6,9
"wilfly",0.9915925,8,11
"swaspa",0.99995214,13,16
"rewbla",0.9667156,24,27
"amecro",0.7966134,25,28
"blujay",0.5791398,28,31
"sonspa",0.99508613,34,37
"grycat",0.2824958,35,38
"yetvir",0.9996206,39,42
"eastow",0.26461667,40,43
"norcar",0.37201336,49,52
"aldfly",0.9731313,57,60
"yelwar",0.54417354,58,61
"comyel",0.5037993,58,61
"amegfi",0.9602184,62,65
"marwre",0.99235183,68,71
