"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.9087338,0,3
"fiespa",0.9862083,9,12
"yelwar",0.3977376,10,13
"warvir",0.41539547,12,15
"comyel",0.9993832,18,21
"houwre",0.5727949,19,22
"blujay",0.9990806,25,28
"amecro",0.9940896,33,36
"reevir1",0.99237525,59,62
"veery",0.9509298,60,63
"rewbla",0.9939603,63,66
"amered",0.84144276,65,68
"amerob",0.781418,76,79
"scatan",0.73092985,78,81
"yetvir",0.96626127,79,82
"indbun",0.8943998,79,82
"orcori",0.27064794,87,90
"sonspa",0.9214259,90,93
"moudov",0.44707903,92,95
