"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.5373998,20,23
"reevir1",0.98038274,21,24
"comyel",0.32638323,28,31
"ovenbi1",0.7299564,35,38
"sumtan",0.998621,44,47
"balori",0.717978,47,50
"tuftit",0.99714017,49,52
"dowwoo",0.962467,51,54
"daejun",0.55231327,65,68
"rebwoo",0.971076,74,77
"carchi",0.9944551,76,79
"carwre",0.963006,77,80
"blugrb1",0.81133336,77,80
"fiespa",0.7307634,77,80
"houfin",0.6283932,78,81
"woothr",0.61423683,79,82
"indbun",0.9999655,82,85
"chispa",0.27789477,90,93
"yetvir",0.6921353,91,94
"amerob",0.36695978,94,97
