"species_code","score","start_offset_sec","end_offset_sec"
"orcori",0.9076801,4,7
"eastow",0.62388587,4,7
"graspa",0.99626917,18,21
"sonspa",0.7470465,58,61
"robgro",0.2949488,59,62
"fiespa",0.8652468,76,79
"woothr",0.33766955,76,79
"amerob",0.57034814,82,85
"norcar",0.9676302,105,108
"tuftit",0.8457346,105,108
"amecro",0.9660543,117,120
"moudov",0.36589053,121,124
"brnthr",0.33720964,141,144
"swaspa",0.27511263,168,171
"chiswi",0.56780154,176,179
"carwre",0.9956098,209,212
"comyel",0.55347824,265,268
"normoc",0.72746575,266,269
"chispa",0.9997586,271,274
"rewbla",0.43674996,272,275
"easblu",0.84924567,280,283
"blujay",0.6364688,288,291
"whtspa",0.41009098,289,292
"indbun",0.99710536,348,351
