"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.29952046,1,4
"moudov",0.99828637,3,6
"amerob",0.98401535,3,6
"mallar3",0.2746296,7,10
"cedwax",0.84256357,9,12
"easmea",0.33550164,12,15
"normoc",0.94027764,13,16
"houfin",0.5961861,16,19
"eursta",0.9970121,18,21
"norfli",0.9736416,19,22
"bkcchi",0.9239719,19,22
"banswa",0.43766484,22,25
"yelwar",0.9150947,30,33
"amegfi",0.50839144,33,36
"woothr",0.95058393,36,39
"comyel",0.8446043,36,39
"easkin",0.3028088,58,61
"rewbla",0.9923164,63,66
"sonspa",0.6537483,68,71
