"species_code","score","start_offset_sec","end_offset_sec"
"bkcchi",0.95957667,6,9
"belkin1",0.76788545,19,22
"robgro",0.48820627,21,24
"dowwoo",0.36890405,25,28
"chispa",0.99635416,82,85
"brncre",0.38721615,195,198
"swathr",0.51110715,205,208
"comgra",0.963549,219,222
"sonspa",0.2849289,219,222
"buggna",0.43382633,245,248
"reevir1",0.9669472,246,249
"gockin",0.95716876,250,253
"yebsap",0.254098,310,313
"woothr",0.47940597,328,331
"daejun",0.9946857,373,376
"buhvir",0.9624836,373,376
"amerob",0.50408405,398,401
"winwre3",0.997985,400,403
"ovenbi1",0.9898882,416,419
"scatan",0.96227825,419,422
"veery",0.37038037,477,480
