"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.5743912,1,4
"hoowar",0.993483,4,7
"haiwoo",0.99978364,9,12
"grcfly",0.9956451,24,27
"bkcchi",0.9829012,47,50
"amegfi",0.9783917,83,86
"rebwoo",0.95276576,93,96
"norpar",0.812803,93,96
"yebsap",0.99277174,98,101
"amerob",0.38819882,99,102
"rewbla",0.3428457,102,105
"yetvir",0.29524395,108,111
"bawwar",0.8223912,110,113
"daejun",0.99973243,120,123
"whbnut",0.9825277,133,136
"eastow",0.40805066,137,140
"veery",0.8270204,139,142
"norcar",0.97504014,153,156
"scatan",0.9963369,169,172
"blujay",0.9989523,184,187
"chispa",0.38965473,188,191
"ovenbi1",0.35490432,194,197
"reevir1",0.99774367,234,237
"norfli",0.50735766,244,247
"magwar",0.92242587,251,254
"yerwar",0.3891557,251,254
