"species_code","score","start_offset_sec","end_offset_sec"
"barswa",0.8035758,9,12
"osprey",0.86024123,18,21
"comgal1",0.99972564,25,28
"caster1",0.2677925,47,50
"eursta",0.71896666,62,65
"amecro",0.29936406,100,103
"amerob",0.45660025,119,122
"marwre",0.99831676,120,123
"grycat",0.45024562,136,139
"wilfly",0.8381796,146,149
"comyel",0.9546073,147,150
"buwtea",0.69689137,156,159
"y00475",0.98653185,166,169
"bbwduc",0.9180062,183,186
"whwdov",0.3201695,212,215
"sonspa",0.5898333,222,225
"virrai",0.28865743,236,239
"rewbla",0.94520456,269,272
"swaspa",0.9986901,301,304
"killde",0.7483713,304,307
"easblu",0.27715686,318,321
"easpho",0.28883985,332,335
"amegfi",0.9776354,333,336
