"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.9295173,9,12
"amegfi",0.9891869,12,15
"amerob",0.6856976,17,20
"chswar",0.99087936,19,22
"ovenbi1",0.99547684,23,26
"comloo",0.28171396,24,27
"wiltur",0.6575555,30,33
"reevir1",0.9090814,31,34
"sonspa",0.9985675,32,35
"rewbla",0.34499672,40,43
"brnthr",0.2757858,40,43
"bkbcuc",0.6497056,58,61
"veery",0.97602046,59,62
"eastow",0.34723765,61,64
"carwre",0.71193933,64,67
"bkcchi",0.28757095,67,70
"grycat",0.99252576,68,71
"yelwar",0.33832332,69,72
"purfin",0.28781414,74,77
"norcar",0.39630416,80,83
