"species_code","score","start_offset_sec","end_offset_sec"
"pinwar",0.350613,2,5
"warvir",0.9834329,14,17
"eawpew",0.99831885,40,43
"cedwax",0.99892527,60,63
"daejun",0.37495074,106,109
"osprey",0.32409564,118,121
"ovenbi1",0.363321,136,139
"cerwar",0.99988616,183,186
"bkcchi",0.99725586,207,210
"reevir1",0.9980954,208,211
"tuftit",0.70359176,214,217
"bkbwar",0.4281912,216,219
"scatan",0.6743254,243,246
"woothr",0.2514896,245,248
"amerob",0.9652165,247,250
"dowwoo",0.9566917,247,250
"blujay",0.5143099,259,262
"btbwar",0.4168167,295,298
"easkin",0.7880269,303,306
"buhvir",0.3223489,303,306
"buggna",0.5443722,348,351
"robgro",0.2948445,377,380
"amered",0.990556,386,389
"mouwar",0.48877785,400,403
"orcori",0.4494216,427,430
"rewbla",0.40860218,427,430
"easpho",0.4645838,428,431
"moudov",0.985962,448,451
"sonspa",0.6143295,488,491
"acafly",0.27924243,489,492
"amegfi",0.37276933,506,509
"veery",0.99918824,508,511
"balori",0.8385059,538,541
"woewar1",0.50820255,540,543
"grycat",0.43262956,565,568
"winwre3",0.30460843,574,577
"yetvir",0.99849576,601,604
"yelwar",0.45415378,615,618
