"species_code","score","start_offset_sec","end_offset_sec"
"yebsap",0.34057403,7,10
"norpar",0.48951516,9,12
"chispa",0.9720409,10,13
"grycat",0.9982473,19,22
"reevir1",0.9895173,31,34
"daejun",0.95253235,31,34
"rebnut",0.45016098,37,40
"chswar",0.9460212,38,41
"blujay",0.4759875,41,44
"amegfi",0.73794514,43,46
"amerob",0.9996196,48,51
"fiespa",0.26569512,48,51
"rewbla",0.9659499,54,57
"yerwar",0.97540855,57,60
"btbwar",0.97014,66,69
"norcar",0.27166396,69,72
"whtspa",0.999802,71,74
"comyel",0.99098665,78,81
"magwar",0.9605676,85,88
"cedwax",0.999766,86,89
