"species_code","score","start_offset_sec","end_offset_sec"
"normoc",0.44941905,8,11
"tuftit",0.39815238,8,11
"amecro",0.32288396,14,17
"amerob",0.9510493,34,37
"wilfly",0.5243403,35,38
"rewbla",0.9877429,89,92
"chispa",0.93012327,122,125
"houspa",0.80041903,150,153
"grycat",0.99283415,162,165
"whbnut",0.3912945,171,174
"warvir",0.6766946,177,180
"yelwar",0.7826992,184,187
"norcar",0.99852806,195,198
"carchi",0.26283464,205,208
"moudov",0.44102892,217,220
"comyel",0.7758187,232,235
"sonspa",0.9561017,234,237
"bkcchi",0.99895877,243,246
"swaspa",0.891518,254,257
