"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.9866913,15,18
"bkcchi",0.99800146,38,41
"ovenbi1",0.999962,43,46
"scatan",0.8027728,75,78
"woothr",0.6350361,110,113
"comrav",0.32677275,114,117
"daejun",0.9984745,124,127
"sonspa",0.25773045,127,130
"fiespa",0.47688678,145,148
"norcar",0.58838546,151,154
"swathr",0.47385585,152,155
"carwre",0.26477265,152,155
"btnwar",0.5529569,191,194
"brwhaw",0.30981028,194,197
"swaspa",0.40427467,197,200
"robgro",0.96725667,215,218
"blujay",0.97258216,230,233
"veery",0.99367577,246,249
"tuftit",0.80910933,271,274
"wiltur",0.642328,273,276
"reevir1",0.98526525,354,357
"norfli",0.4638556,356,359
"rebwoo",0.99321645,362,365
"amegfi",0.9819522,380,383
"grcfly",0.9893069,389,392
"amerob",0.73873734,416,419
"brdowl",0.99840623,424,427
