"species_code","score","start_offset_sec","end_offset_sec"
"blujay",0.99402857,9,12
"chswar",0.96896607,22,25
"btbwar",0.38309494,43,46
"tenwar",0.38008797,48,51
"naswar",0.9378053,51,54
"grycat",0.33411348,61,64
"ovenbi1",0.47175047,63,66
"rewbla",0.39793116,85,88
"whtspa",0.9873406,86,89
"amerob",0.26261032,87,90
"comyel",0.99855286,88,91
"reevir1",0.9517428,102,105
"bkcchi",0.99923027,103,106
"yebfly",0.8241588,109,112
"whbnut",0.6018968,140,143
"comgal1",0.6800888,141,144
"magwar",0.38698718,154,157
